word,reading,translation,tags
探照灯,たんしょうとう,sökarljus,n
探照燈,たんしょうとう,strålkastare,n
探照燈,たんしょうとう,sökarljus,n
多神教,たしんきょう,polyteism,n
展性,てんせい,smidbarhet,n/adj-no
糖衣錠,とういじょう,dragé,n
解き放す,ときはなす,befria,v5s/vt
鳥籠,とりかご,fågelbur,n
鳥篭,とりかご,fågelbur,n
鳥かご,とりかご,fågelbur,n
追記,ついき,efterskrift,n/vs
つかみ所,つかみどころ,fattning,n/uk
つかみ所,つかみどころ,grepp,n/uk
掴み所,つかみどころ,fattning,n/uk
掴み所,つかみどころ,grepp,n/uk
摑み所,つかみどころ,fattning,n/uk
摑み所,つかみどころ,grepp,n/uk
歌い手,うたいて,sångare,n
揺籃,ようらん,telefonklyka,n
羊水,ようすい,fostervatten,n
雪降り,ゆきふり,snöfall,n
夢物語,ゆめものがたり,dröm,n/id
夢物語,ゆめものがたり,illusion,n/id
夢物語,ゆめものがたり,utopi,n/id
前頭葉,ぜんとうよう,frontallob,n
前頭葉,ぜんとうよう,pannlob,n
舌音,ぜつおん,tungljud,n/adj-no
造営,ぞうえい,byggenskap,n/vs
造営,ぞうえい,husbyggnad,n/vs
造船所,ぞうせんじょ,varv,n
造船所,ぞうせんしょ,varv,n
胸糞,むなくそ,vedervilja,n
胸糞,むねくそ,vedervilja,n
胸くそ,むなくそ,vedervilja,n
胸くそ,むねくそ,vedervilja,n
大逆,たいぎゃく,högförräderi,n
大逆,だいぎゃく,högförräderi,n
心算,しんさん,avsikt,n
心算,しんざん,avsikt,n
心算,つもり,avsikt,n
玄冬,げんとう,vinter,n
玄冬,けんとう,vinter,n
芝居気,しばいぎ,teatral,n
芝居気,しばいぎ,teatralisk,n
芝居気,しばいげ,teatral,n
芝居気,しばいげ,teatralisk,n
選り屑,えりくず,rafs,n
選り屑,よりくず,rafs,n
流砂,りゅうしゃ,kvicksand,n
流砂,りゅうさ,kvicksand,n
降り口,おりぐち,sorti,n
降り口,おりくち,sorti,n
下り口,おりぐち,sorti,n
下り口,おりくち,sorti,n
発振機,はっしんき,oscillator,n
発振器,はっしんき,oscillator,n
射幸,しゃこう,spekulation,n
射倖,しゃこう,spekulation,n
革命家,かくめいか,omvälvande,n
止まり木,とまりぎ,abborre,n
止り木,とまりぎ,abborre,n
止木,とまりぎ,abborre,n
聞き古した,ききふるした,uttjatad,adj-f
聞き旧した,ききふるした,uttjatad,adj-f
雄編,ゆうへん,mästerverk,n
雄篇,ゆうへん,mästerverk,n
嘆賞,たんしょう,beundran,n/vs
嘆称,たんしょう,beundran,n/vs
歎賞,たんしょう,beundran,n/vs
歎称,たんしょう,beundran,n/vs
掌編,しょうへん,novell,n
掌篇,しょうへん,novell,n
小編,しょうへん,novell,n
小篇,しょうへん,novell,n
宛所,あてしょ,adress,n
腕っ節,うでっぷし,kroppsstyrka,n
腕っぷし,うでっぷし,kroppsstyrka,n
完全主義,かんぜんしゅぎ,perfektionism,n/adj-no
冠状動脈,かんじょうどうみゃく,kransartär,n/adj-no
巻狩り,まきがり,jaga,n
巻き狩り,まきがり,jaga,n
巻狩,まきがり,jaga,n
巻き網,まきあみ,snörpvad,n
巻網,まきあみ,snörpvad,n
拳固,げんこ,näve,n
官金,かんきん,statsmedel,n
官能主義,かんのうしゅぎ,sensualism,n
官能主義者,かんのうしゅぎしゃ,sensualist,n
館主,かんしゅ,förvaltare,n
館主,かんしゅ,manager,n
園芸学,えんげいがく,hortikultur,n
還付金,かんぷきん,återbäring,n
環境保護主義者,かんきょうほごしゅぎしゃ,miljövän,n
原子物理学者,げんしぶつりがくしゃ,kärnfysiker,n
萎縮症,いしゅくしょう,atrofi,n
矮人,わいじん,dvärg,n
矮星,わいせい,dvärgstjärna,n
わい星,わいせい,dvärgstjärna,n
宣伝映画,せんでんえいが,propagandafilm,n
宣誓供述書,せんせいきょうじゅつしょ,beediga,n
丸太ん棒,まるたんぼう,logga,n
丸材,まるざい,stock,n
丸材,まるざい,timmerstock,n
和平工作,わへいこうさく,fredsinitiativ,n/yoji
和平会議,わへいかいぎ,fredskonferens,n
和親,わしん,vänskap,n/vs
湾流,わんりゅう,Golfströmmen,n
衛生上,えいせいじょう,hygienisk,n
衛生兵,えいせいへい,sjukvårdare,n
衛星通信,えいせいつうしん,telesatellit,n
潅水,かんすい,vattning,n/vs
かん水,かんすい,vattning,n/vs
灌水,かんすい,vattning,n/vs
淵源,えんげん,upphov,n/vs
軍国主義者,ぐんこくしゅぎしゃ,militarist,n
軍略家,ぐんりゃくか,strateg,n
渾然一体,こんぜんいったい,"i bästa sämja",exp/yoji
混然一体,こんぜんいったい,"i bästa sämja",exp/yoji
運命論者,うんめいろんしゃ,fatalist,n
運送人,うんそうにん,anlagsbärare,n
運送人,うんそうにん,bärare,n
運動選手,うんどうせんしゅ,friidrottare,n
運転台,うんてんだい,förarplats,n
運転台,うんてんだい,förarsäte,n
運転免許証,うんてんめんきょしょう,körkort,n
運輸業者,うんゆぎょうしゃ,anlagsbärare,n
運輸業者,うんゆぎょうしゃ,bärare,n
囲い込み,かこいこみ,bilaga,n
囲い者,かこいもの,matmor,n
君主国,くんしゅこく,kungadöme,n
君主国,くんしゅこく,monarki,n
君主政体,くんしゅせいたい,kungadöme,n
君主政体,くんしゅせいたい,monarki,n
君主制体,くんしゅせいたい,kungadöme,n
君主制体,くんしゅせいたい,monarki,n
君国,くんこく,kungadöme,n
君国,くんこく,monarki,n
群青,ぐんじょう,ultramarin,n
骨化,こっか,benbildning,n/vs
骨化,こっか,förbening,n/vs
骨相学,こっそうがく,frenologi,n
骨相学者,こっそうがくしゃ,frenolog,n
鬼百合,おにゆり,tigerlilja,n/uk
鬼百合,オニユリ,tigerlilja,n/uk
回収金,かいしゅうきん,återförvärv,n
回送店,かいそうてん,klarerare,n
回漕店,かいそうてん,klarerare,n
回流,かいりゅう,cirkulation,n/vs
回流,かいりゅう,omlopp,n/vs
回流,かいりゅう,spridning,n/vs
回教寺院,かいきょうじいん,moské,n
回復期,かいふくき,konvalescens,n
回遊魚,かいゆうぎょ,vandringsfisk,n
回游魚,かいゆうぎょ,vandringsfisk,n
帰心,きしん,hemlängtan,n
帰心,きしん,hemsjuka,n
貴族的,きぞくてき,aristokratisk,adj-na
貴族政治,きぞくせいじ,adelsvälde,n/adj-no
貴族政治,きぞくせいじ,aristokrati,n/adj-no
貴種,きしゅ,adel,n
遺言者,ゆいごんしゃ,testator,n
遺言執行者,ゆいごんしっこうしゃ,exekutor,n
遺言補足書,ゆいごんほそくしょ,kodicill,n
昆虫学者,こんちゅうがくしゃ,entomolog,n
混合林,こんごうりん,blandskog,n
混合経済,こんごうけいざい,blandekonomi,n
混交林,こんこうりん,blandskog,n
混和物,こんわぶつ,mixtur,n
均衡価格,きんこうかかく,jämviktspris,n
血の雨,ちのあめ,blodsutgjutelse,exp/n
血清学,けっせいがく,serologi,n
血液銀行,けつえきぎんこう,blodbank,n
血統書,けっとうしょ,stambokförd,n
血統書,けっとうしょ,stamtavla,n
菌類学,きんるいがく,mykologi,n
菌類学者,きんるいがくしゃ,mykolog,n
懐中時計,かいちゅうとけい,fickur,n
懐中時計,かいちゅうどけい,fickur,n
懐中鏡,かいちゅうかがみ,fickspegel,n
懐郷病,かいきょうびょう,hemlängtan,n
懐郷病,かいきょうびょう,hemsjuka,n
幕舎,ばくしゃ,läger,n
暮秋,ぼしゅう,efterhöst,n/obs
暮秋,ぼしゅう,senhöst,n/obs
模造者,もぞうしゃ,härmare,n
模範生,もはんせい,förebildlig,n
亡命政権,ぼうめいせいけん,exilregering,n
妄想症,もうそうしょう,paranoia,n
忘るな草,わするなぐさ,förgätmigej,n
荒れ肌,あれはだ,"sträv hud",n
あれ肌,あれはだ,"sträv hud",n
荒肝,あらぎも,inälvor,n
摩擦熱,まさつねつ,friktionsvärme,n
無毛,むもう,hårlös,n/adj-no
無血,むけつ,blodlös,n/adj-no
無表情,むひょうじょう,uttryckslös,n/adj-na
無価,むか,kostlig,n/adj-no
無性,むせい,asexuell,n/adj-no
無所属,むしょぞく,oavhängig,n/adj-no
無冠,むかん,okrönt,adj-no/n
無神論,むしんろん,ateism,n
無政府主義者,むせいふしゅぎしゃ,anarkist,n
無脊椎動物,むせきついどうぶつ,evertebrat,n
無脊椎動物,むせきついどうぶつ,invertebrat,n
無脊椎動物,むせきついどうぶつ,ryggradslös,n
無菌法,むきんほう,aseptik,n
無理押し,むりおし,"med våld",n/vs
無産者,むさんしゃ,proletär,n
無期,むき,indefinit,n
無量,むりょう,omätbar,n/adj-no
無量,むりょう,omätlig,n/adj-no
無痛,むつう,smärtfri,n/adj-no
無筆,むひつ,analfabetism,n
無腰,むごし,obestyckad,n
無腰,むごし,obeväpnad,n
無腰,むごし,vapenlös,n
無煙,むえん,rökfri,n/adj-no
無意,むい,oavsiktlig,n
無慮,むりょ,approximativt,adv
無慮,むりょ,tillnärmelsevis,adv
無韻詩,むいんし,blankvers,n
舞台生活,ぶたいせいかつ,teaterbana,n
舞台負け,ぶたいまけ,rampfeber,n
舞台照明,ぶたいしょうめい,scenbelysning,n
舞台劇,ぶたいげき,teaterpjäs,n
舞台劇,ぶたいげき,teaterstycke,n
舞踏病,ぶとうびょう,danssjuka,n
馬鹿臭い,ばかくさい,absurd,adj-i
馬鹿臭い,ばかくさい,dåraktig,adj-i
馬鹿臭い,ばかくさい,löjlig,adj-i
馬蹄形,ばていけい,hästskoformad,n
罵言,ばげん,missbruk,n
罵詈,ばり,missbruk,n/vs
賦性,ふせい,naturen,n
明文化,めいぶんか,stipulera,n/vs
明け番,あけばん,dagtjänst,n
明徳,めいとく,dygd,n
工業化,こうぎょうか,industrialisering,n/vs
工業化学,こうぎょうかがく,"teknisk kemi",n
工廠,こうしょう,arsenal,n
工廠,こうしょう,vapenarsenal,n
功利,こうり,nyttighet,n
功利主義者,こうりしゅぎしゃ,utilitarist,n
攻撃的,こうげきてき,offensiv,adj-na
攻撃精神,こうげきせいしん,aggressivitet,n
空中爆撃,くうちゅうばくげき,flygräd,n
空気口,くうきこう,lufthål,n
空気汚染,くうきおせん,luftförorening,n
空気抜き,くうきぬき,ventilator,n
空気抵抗,くうきていこう,luftmotstånd,n
空電,くうでん,statisk,n/adj-no
空箱,からばこ,tomlåda,n
空箱,あきばこ,tomlåda,n
空き箱,あきばこ,tomlåda,n
空論家,くうろんか,doktrinär,n
控訴人,こうそにん,appellant,n
控訴権,こうそけん,besvärsrätt,n
恐悦,きょうえつ,fägnad,n/vs
恭悦,きょうえつ,fägnad,n/vs
欲得,よくとく,egennytta,n
公用物,こうようぶつ,allmängods,n
公刊,こうかん,publikation,n/vs
公有財産,こうゆうざいさん,allmängods,n
公知,こうち,välbekant,n/adj-no
松脂,まつやに,terpentin,n
松ヤニ,まつヤニ,terpentin,n
松やに,まつやに,terpentin,n
喉元,のどもと,strupe,n
のど元,のどもと,strupe,n
喉仏,のどぼとけ,adamsäpple,n
のど仏,のどぼとけ,adamsäpple,n
胸腺,きょうせん,bräss,n/adj-no
胸膜炎,きょうまくえん,pleurit,n
港湾当局,こうわんとうきょく,hamnstyrelse,n
口荒く,くちあらく,häftigt,adv
口真似,くちまね,mimikry,n/vs
口蓋音,こうがいおん,palatal,n
口の端,くちのは,skvaller,exp/n
口誦,こうしょう,deklamation,n/vs
口輪,くちわ,mule,n
口ひげ,くちひげ,mustasch,n
口髭,くちひげ,mustasch,n
口髯,くちひげ,mustasch,n
口鬚,くちひげ,mustasch,n
後日談,ごじつだん,efterspel,n
後日譚,ごじつだん,efterspel,n
後尾,こうび,"stegra sig",n/adj-no
後見人,こうけんにん,målsman,n
後車,こうしゃ,bakvagn,n
後肢,こうし,bakben,n
後架,こうか,toalett,n
半端物,はんぱもの,småkrafs,n
発光塗料,はっこうとりょう,lysfärg,n
発言者,はつげんしゃ,talman,n
発育期,はついくき,växtperiod,n
発明品,はつめいひん,uppfinning,n
発明家,はつめいか,uppfinnare,n
発動機,はつどうき,lok,n
發動機,はつどうき,lok,n
発情期,はつじょうき,parningstid,n
発想法,はっそうほう,tänkesätt,n
発話,はつわ,utlåtelse,n/adj-no
発話,はつわ,uttalande,n/adj-no
発酵素,はっこうそ,jäsa,n
廃位,はいい,detronisering,n/vs
廃物利用,はいぶつりよう,återvinning,n
廃物利用,はいぶつりよう,återanvändning,n
瞥見,べっけん,"hastig blick",n/vs
抜け作,ぬけさく,dumming,n
抜き書き,ぬきがき,utvinna,n/vs
抜書き,ぬきがき,utvinna,n/vs
抜書,ぬきがき,utvinna,n/vs
跋渉,ばっしょう,vandring,n/vs
反対尋問,はんたいじんもん,korsförhör,n
反対訊問,はんたいじんもん,korsförhör,n
反芻類,はんすうるい,idisslare,n
反動主義者,はんどうしゅぎしゃ,baksträvare,n
反戦主義,はんせんしゅぎ,pacifism,n
反戦主義者,はんせんしゅぎしゃ,fredsvän,n
反戦主義者,はんせんしゅぎしゃ,pacifist,n
反戦主義者,はんせんしゅぎしゃ,pacifistisk,n
返付,へんぷ,returnera,n/vs
返し縫い,かえしぬい,efterstygn,n
貝殻追放,かいがらついほう,ostracism,n
八面体,はちめんたい,oktaeder,n
肺水腫,はいすいしゅ,lungödem,n
肺魚,はいぎょ,lungfisk,n
片時,かたとき,momang,n
片時,へんじ,momang,n
拝聞,はいぶん,åhöra,n/vs
含羞,がんしゅう,skygghet,n
陰気くさい,いんきくさい,trist,adj-i
陰気臭い,いんきくさい,trist,adj-i
陰謀家,いんぼうか,konspiratör,n
陰謀家,いんぼうか,sammansvuren,n
琴瑟相和す,きんしつあいわす,"lyckligt gift",exp/id/obsc
金欠病,きんけつびょう,fattigdom,n
金本位,きんほんい,guldmyntfot,n
金本位制,きんほんいせい,guldmyntfot,n
金石学,きんせきがく,epigrafik,n
鉄梃,かなてこ,bräckjärn,n
鉄梃,かなてこ,kofot,n
金梃,かなてこ,bräckjärn,n
金梃,かなてこ,kofot,n
鉄挺,かなてこ,bräckjärn,n
鉄挺,かなてこ,kofot,n
金貨準備,きんかじゅんび,guldreserv,n
金魚草,きんぎょそう,lejongap,n
金牌,きんぱい,guldmedalj,n
金棒,かなぼう,ten,n
鉄棒,かなぼう,ten,n/jlpt-1
金鳳花,きんぽうげ,ranunkel,n/uk
金鳳花,きんぽうげ,smörblomma,n/uk
金鳳花,きんぽうげ,solöga,n/uk
金鳳花,キンポウゲ,ranunkel,n/uk
金鳳花,キンポウゲ,smörblomma,n/uk
金鳳花,キンポウゲ,solöga,n/uk
毛茛,きんぽうげ,ranunkel,n/uk
毛茛,きんぽうげ,smörblomma,n/uk
毛茛,きんぽうげ,solöga,n/uk
毛茛,キンポウゲ,ranunkel,n/uk
毛茛,キンポウゲ,smörblomma,n/uk
毛茛,キンポウゲ,solöga,n/uk
金銭登録機,きんせんとうろくき,kassaapparat,n
金銭登録機,きんせんとうろくき,kassaregister,n
金銭登録器,きんせんとうろくき,kassaapparat,n
金銭登録器,きんせんとうろくき,kassaregister,n
金敷き,かなしき,städ,n
金敷,かなしき,städ,n
鉄敷き,かなしき,städ,n
鉄敷,かなしき,städ,n
金メッキ,きんメッキ,praktröllika,n/vs/adj-no
金めっき,きんめっき,praktröllika,n/vs/adj-no
金鍍金,きんめっき,praktröllika,n/vs/adj-no
金環,きんかん,guldring,n
金襴,きんらん,guldbrokad,n
飲み仲間,のみなかま,supbroder,n
飲仲間,のみなかま,supbroder,n
減号,げんごう,minustecken,n
減速材,げんそくざい,moderator,n
減損,げんそん,minskning,n/vs
減算,げんざん,subtraktion,n/vs
感覚神経,かんかくしんけい,känselnerv,n
感覚神経,かんかくしんけい,sinnesnerv,n
感懐,かんかい,intryck,n
吸入器,きゅうにゅうき,inhalator,n
吸飲,きゅういん,sugande,n/vs
急転,きゅうてん,omkastning,n/vs
急転換,きゅうてんかん,omkastning,n
急進主義,きゅうしんしゅぎ,radikalism,n
給水塔,きゅうすいとう,vattentorn,n
音吐,おんと,röst,n
音声言語,おんせいげんご,talspråk,n
暗殺者,あんさつしゃ,lönnmördare,n
暗黒街,あんこくがい,underjorden,n
禁獄,きんごく,frihetsstraff,n/vs
禁輸品,きんゆひん,kontraband,n
禁輸品,きんゆひん,smuggelgods,n
泣き言,なきごと,klagan,n
古典主義者,こてんしゅぎしゃ,klassicist,n
古銭学者,こせんがくしゃ,numismatiker,n
苦艾,にがよもぎ,malört,n
苦行者,くぎょうしゃ,asket,n
苦行者,くぎょうしゃ,asketisk,n
苦熱,くねつ,"stark värme",n
固体物理学,こたいぶつりがく,"fasta tillståndets fysik",n
固定金利,こていきんり,"fast ränta",n
個人主義者,こじんしゅぎしゃ,individualist,n
個体発生論,こたいはっせいろん,ontogeni,n
故山,こざん,födelsebygd,n
客分,きゃくぶん,gäst,n
客筋,きゃくすじ,kundkrets,n
客種,きゃくだね,kundkrets,n
客観主義,きゃっかんしゅぎ,objektivism,n
額際,ひたいぎわ,hårkors,n
抗言,こうげん,bedyra,n/vs
抗言,こうげん,gensaga,n/vs
抗言,こうげん,protest,n/vs
抗言,こうげん,protestera,n/vs
抗毒素,こうどくそ,antitoxin,n
航走,こうそう,segling,n/vs
航空基地,こうくうきち,flygbas,n
航路標識,こうろひょうしき,båk,n
雇用主,こようぬし,principal,n
行軍,こうぐん,avmarsch,n/vs
行儀作法,ぎょうぎさほう,etikett,n/yoji
衡平,こうへい,saldo,n/adj-na
衡器,こうき,mått,n
鯨脂,げいし,gråt,n
鯨脂,げいし,valspäck,n
重農主義者,じゅうのうしゅぎしゃ,fysiokrat,n
動力計,どうりょくけい,dynamometer,n
動物行動学,どうぶつこうどうがく,etologi,n
動物学者,どうぶつがくしゃ,zoolog,n
種下ろし,たねおろし,sådd,n/vs
種下ろし,たねおろし,säde,n/vs
種切れ,たねぎれ,"springa ut",n/vs
種蒔き,たねまき,sådd,n/vs
種蒔き,たねまき,säde,n/vs
種まき,たねまき,sådd,n/vs
種まき,たねまき,säde,n/vs
種蒔,たねまき,sådd,n/vs
種蒔,たねまき,säde,n/vs
童女,どうじょ,flickunge,n
童女,どうにょ,flickunge,n
撞着,どうちゃく,gensägelse,n/vs
撞着,どうちゃく,kontradiktion,n/vs
撞着,どうちゃく,motsägelse,n/vs
用役,ようえき,tjänst,n
用益物権,ようえきぶっけん,nyttjanderätt,n
用務,ようむ,affär,n
湧き水,わきみず,källvatten,n
涌き水,わきみず,källvatten,n
わき水,わきみず,källvatten,n
湧出量,ゆうしゅつりょう,output,n
通行税,つうこうぜい,klämta,n
通信社,つうしんしゃ,nyhetsbyrå,n
通信社,つうしんしゃ,telegrambyrå,n
通俗化,つうぞくか,popularisering,n/vs
通風孔,つうふうこう,lufthål,n
通風口,つうふうこう,lufthål,n
通風機,つうふうき,ventilator,n
通運,つううん,frammatning,n
通い路,かよいじ,rutt,n
通観,つうかん,överblick,n/vs
痛哭,つうこく,lamentation,n/vs
銅板,どうばん,kopparplåt,n
涜神,とくしん,hädelse,n
涜職,とくしょく,bestickning,n
続き物,つづきもの,följetong,n
続物,つづきもの,följetong,n
続稿,ぞっこう,efterspel,n
読書力,どくしょりょく,läsfärdighet,n
銃傷,じゅうしょう,skottsår,n
非常手段,ひじょうしゅだん,krisåtgärder,n
非晶質,ひしょうしつ,amorf,n
非買同盟,ひばいどうめい,bojkott,n
非戦論,ひせんろん,pacifism,n
非戦論者,ひせんろんしゃ,fredsvän,n
非戦論者,ひせんろんしゃ,pacifist,n
非戦論者,ひせんろんしゃ,pacifistisk,n
非違,ひい,olaglighet,n
悲喜劇,ひきげき,tragikomedi,n
悲傷,ひしょう,grämelse,n/vs
悲傷,ひしょう,smärt,n/vs
悲傷,ひしょう,sorg,n/vs
悲愁,ひしゅう,grämelse,n
悲愁,ひしゅう,smärt,n
悲愁,ひしゅう,sorg,n
悲観論,ひかんろん,pessimism,n
悲観論者,ひかんろんしゃ,pessimist,n
分脈,ぶんみゃく,gren,n
紛議,ふんぎ,slitning,n
払いすぎ,はらいすぎ,överbetalning,n
払い過ぎ,はらいすぎ,överbetalning,n
噴流,ふんりゅう,vattenstråle,n/vs
配分法,はいぶんほう,allokering,n
配当金,はいとうきん,dividend,n
配り物,くばりもの,present,n
配達先,はいたつさき,destination,n
配膳人,はいぜんにん,kypare,n
配膳室,はいぜんしつ,serveringsrum,n
飛行便,ひこうびん,flygpost,n
飛蝗,ばった,gräshoppa,n/uk
飛蝗,バッタ,gräshoppa,n/uk
蝗虫,ばった,gräshoppa,n/uk
蝗虫,バッタ,gräshoppa,n/uk
蝗,ばった,gräshoppa,n/uk
蝗,バッタ,gräshoppa,n/uk
奮激,ふんげき,egga,n/vs
捕らわれ人,とらわれびと,fånge,n
補充兵,ほじゅうへい,reservist,n
博愛主義者,はくあいしゅぎしゃ,filantrop,n
薄白い,うすじろい,vitaktig,adj-i
薄肉彫り,うすにくぼり,basrelief,n
薄荷糖,はっかとう,pepparmint,n
薄荷糖,はっかとう,pepparmynta,n
薄笑い,うすわらい,småleende,n/vs
うす塩,うすじお,lättsaltad,adj-no/n
うす塩,うすしお,lättsaltad,adj-no/n
薄塩,うすじお,lättsaltad,adj-no/n
薄塩,うすしお,lättsaltad,adj-no/n
拍子抜け,ひょうしぬけ,snopenhet,n/vs/adj-no
父祖,ふそ,anor,n
斧鉞,ふえつ,yxa,n
布切れ,ぬのぎれ,tygstycke,n
布切れ,ぬのきれ,tygstycke,n
布切,ぬのぎれ,tygstycke,n
布切,ぬのきれ,tygstycke,n
布目,ぬのめ,textur,n
扶翼,ふよく,assistans,n/vs
歩引き,ぶびき,diskontera,n
分引き,ぶびき,diskontera,n
歩度,ほど,promenadtakt,n
歩哨,ほしょう,skiltvakt,n
歩哨,ほしょう,skyltvakt,n
歩数計,ほすうけい,stegmätare,n
歩数計,ほすうけい,stegräknare,n
独自性,どくじせい,självständighet,n
独房監禁,どくぼうかんきん,cellfängelse,n
独眼,どくがん,enögd,n/adj-no
独断論,どくだんろん,dogmatism,n
触診,しょくしん,palpation,n/vs
主知主義者,しゅちしゅぎしゃ,tankemässig,n
主意主義,しゅいしゅぎ,voluntarism,n
主辞,しゅじ,ämne,n
注射針,ちゅうしゃばり,nål,n
注射液,ちゅうしゃえき,injicering,n
株屋,かぶや,börsmäklare,n/col
株屋,かぶや,fondmäklare,n/col
豆粒,まめつぶ,fläck,n
頭足類,とうそくるい,huvudfoting,n
頭脳流出,ずのうりゅうしゅつ,forskarflykt,n
頭頂骨,とうちょうこつ,hjässben,n
闘牛士,とうぎゅうし,matador,n
樹林,じゅりん,skog,n
樹液,じゅえき,sav,n
投射角,とうしゃかく,anfallsvinkel,n
投射角,とうしゃかく,infallsvinkel,n
投票者,とうひょうしゃ,väljare,n
投げやり,なげやり,vårdslöshet,adj-na/n
投げ遣り,なげやり,vårdslöshet,adj-na/n
投げ槍,なげやり,vårdslöshet,adj-na/n
投げ槍,なげやり,kastspjut,n
投影機,とうえいき,projektor,n
投機的,とうきてき,spekulativ,adj-na
啄木,たくぼく,hackspett,n
五十,ごじゅう,femtiotal,n
五十,いそ,femtiotal,n
五十,い,femtiotal,n
語学者,ごがくしゃ,lingvist,n
語尾変化,ごびへんか,flexion,n/vs
語り物,かたりもの,narrativ,n
顎髭,あごひげ,skägg,n/uk
顎髭,アゴヒゲ,skägg,n/uk
顎鬚,あごひげ,skägg,n/uk
顎鬚,アゴヒゲ,skägg,n/uk
顎ひげ,あごひげ,skägg,n/uk
顎ひげ,アゴヒゲ,skägg,n/uk
逆心,ぎゃくしん,förräderi,n
逆説的,ぎゃくせつてき,paradoxal,adj-na
遡求,そきゅう,återlösning,n
そ求,そきゅう,återlösning,n
ご不浄,ごふじょう,toalett,n/pol
御不浄,ごふじょう,toalett,n/pol
御札,おふだ,berlock,n
お札,おふだ,berlock,n
御目玉,おめだま,ovett,n
お目玉,おめだま,ovett,n
御茶請け,おちゃうけ,tekaka,n
お茶請け,おちゃうけ,tekaka,n
御座所,ござしょ,tron,n
御座所,おましどころ,tron,n
御座所,おわしどころ,tron,n
御座所,おわしましどころ,tron,n
ご座所,ござしょ,tron,n
お通し,おとおし,aptitretare,n/pol
御通し,おとおし,aptitretare,n/pol
御高い,おたかい,högmodig,adj-i
お高い,おたかい,högmodig,adj-i
御飯時,ごはんどき,mattid,n
ご飯時,ごはんどき,mattid,n
御影石,みかげいし,granit,n
みかげ石,みかげいし,granit,n
油送管,ゆそうかん,oljeledning,n
油かす,あぶらかす,oljekaka,n
油粕,あぶらかす,oljekaka,n
油糟,あぶらかす,oljekaka,n
油滓,あぶらかす,oljekaka,n
袖なし,そでなし,ärmlös,adj-no/n/abbr
袖無し,そでなし,ärmlös,adj-no/n/abbr
袖無,そでなし,ärmlös,adj-no/n/abbr
輸尿管,ゆにょうかん,urinledare,n
中立主義,ちゅうりつしゅぎ,neutralism,n
中性子爆弾,ちゅうせいしばくだん,neutronbomb,n
中継局,ちゅうけいきょく,relästation,n
朝臣,ちょうしん,hovman,n
朝明け,あさあけ,dagning,n
朝鮮人,ちょうせんじん,korean,n/sens
朝鮮人,ちょうせんじん,koreansk,n/sens
朝鮮人参,ちょうせんにんじん,ginseng,n
朝鮮人参,チョウセンニンジン,ginseng,n
朝鮮ニンジン,ちょうせんニンジン,ginseng,n
朝鮮ニンジン,チョウセンニンジン,ginseng,n
朝鮮にんじん,ちょうせんにんじん,ginseng,n
朝鮮にんじん,チョウセンニンジン,ginseng,n
誘導弾,ゆうどうだん,robot,n
首っ玉,くびったま,hals,n
首根っこ,くびねっこ,nacke,n
首唱者,しゅしょうしゃ,förespråka,n
首脳会議,しゅのうかいぎ,toppkonferens,n
主脳会議,しゅのうかいぎ,toppkonferens,n
祖先伝来,そせんでんらい,ärftlig,n/yoji
祖国愛,そこくあい,patriotism,n
酢酸塩,さくさんえん,acetat,n
酢酸塩,さくさんえん,acetatsilke,n
写実主義者,しゃじつしゅぎしゃ,realist,n
写真製版,しゃしんせいはん,fototypi,n/vs
写真製版,しゃしんせいはん,kemigrafi,n/vs
潟湖,せきこ,lagun,n
潟湖,せきこ,strandsjö,n
守旧,しゅきゅう,konservatism,n
守兵,しゅへい,garde,n
守備兵,しゅびへい,garde,n
守備隊,しゅびたい,besättning,n
守備隊,しゅびたい,garnison,n
守備隊,しゅびたい,garnisonera,n
守備隊,しゅびたい,garnisonsort,n
討ち入り,うちいり,räd,n
受け戻し,うけもどし,återlösning,n
請け戻し,うけもどし,återlösning,n
受戻し,うけもどし,återlösning,n
請戻し,うけもどし,återlösning,n
受信人,じゅしんにん,adressat,n
受難節,じゅなんせつ,fastlagen,n
受難劇,じゅなんげき,passionsspel,n
授権,じゅけん,attest,n/vs
畜犬,ちくけん,sällskapshund,n
畜犬,ちっけん,sällskapshund,n
冬場,ふゆば,vintersäsong,n
終末論,しゅうまつろん,eskatologi,n
終始一貫,しゅうしいっかん,konsistens,adv/yoji
収斂剤,しゅうれんざい,adstringerande,n
収れん剤,しゅうれんざい,adstringerande,n
手代,てだい,expedit,n
手広い,てびろい,rymlig,adj-i
手向かい,てむかい,motvärn,n
手抜かり,てぬかり,förbiseende,n
手金,てきん,deponera,n
手負い,ておい,sårad,n
手さばき,てさばき,behandling,n
手捌き,てさばき,behandling,n
手桶,ておけ,ämbar,n
手短い,てみじかい,"kort sagt",adj-i
手話法,しゅわほう,teckenspråk,n
手鉤,てかぎ,hake,n
手鍋,てなべ,bunke,n
手なべ,てなべ,bunke,n
週日,しゅうじつ,söckendag,n
週日,しゅうじつ,vardag,n
衆評,しゅうひょう,opinion,n
衆意,しゅうい,opinion,n
衆論,しゅうろん,opinion,n
衆議,しゅうぎ,massmöte,n
獣脂,じゅうし,talg,n
酔っ払い運転,よっぱらいうんてん,rattfylleri,n
酔余,すいよ,drucken,n
